id_atendimento,id_cliente,angel,polo,data_limite,data_de_atendimento
688609,26043431,Fabricio Pereira Virgilio,GO - ITUMBIARA,2022-02-06,
688528,335643137,Sergio Magalhães Lima,CE - CASCAVEL,2022-02-06,
688606,759645723,Gabriel Pereira de,BA - FEIRA DE SANTANA,2022-02-06,
688534,81469873,João Neves Pereira,RO - PORTO VELHO,2022-02-06,
688584,766581891,Bruna Virgilio Ferreira,MG - POÇOS DE CALDAS,2022-02-06,
688539,431328038,Fabricio Lima Pereira,GO - GOIANIA,2022-02-06,
688641,612302979,Gabriel Wanderley de,AP - MACAPA,2022-02-06,
688662,873090612,Mariana Wanderley Xará,PB - PATOS,2022-02-06,
688683,651833588,Eduardo Torres Wanderley,RJ - RIO DAS OSTRAS,2022-02-06,
688653,484351290,Eduardo Torres Pereira,RJ - RIO DAS OSTRAS,2022-02-06,
688633,400850223,Bruna Torres Wanderley,PA - CASTANHAL,2022-02-06,
688645,235910211,Gabriel Sena Magalhães,AL - MACEIO,2022-02-06,
688654,454701964,Éder Bandoli Ferreira,RJ - BANGU,2022-02-06,
688783,88704304,Bruna Pereira Neves,PA - CASTANHAL,2022-02-06,
688817,541930973,Bruna Neves Ferreira,MT - PRIMAVERA DO LESTE,2022-02-06,
688870,422281739,Jônatas Xará Sena,PI - TERESINA,2022-02-06,
688852,359516538,Mariana Virgilio Magalhães,PA - MARABA,2022-02-06,
688827,79989292,João Pereira Lima,RS - CAXIAS DO SUL,2022-02-06,
688892,292856230,João Terra Sena,RJ - SAQUAREMA,2022-02-06,
688829,133041363,Eduardo Wanderley Pereira,RJ - NITEROI,2022-02-06,
688844,861437594,Gabriel Sena Xará,AL - MACEIO,2022-02-06,
688945,703928103,Éder Ferreira Magalhães,PR - LONDRINA,2022-02-06,
688946,21932252,Sergio Wanderley Sena,CE - JUAZEIRO DO NORTE,2022-02-06,
689068,797220710,Sergio Sena Xará,CE - CASCAVEL,2022-02-06,
689121,657573582,Pedro Bandoli Xará,MA - SAO LUIS,2022-02-07,
689032,914317964,Éder Bandoli Xará,RJ - BANGU,2022-02-06,
689059,19368025,João Sena Xará,RJ - SAO GONÇALO,2022-02-06,
689120,713481085,Bruna de Magalhães,MT - CUIABA,2022-02-07,
689075,750717581,Éder Oliveira Ferreira,RJ - CABO FRIO,2022-02-06,
689153,858721655,Sergio Lima Terra,DF - BRASILIA,2022-02-07,
689213,376552584,Sergio Ferreira Bandoli,BA - VITORIA DA CONQUISTA,2022-02-07,
689152,869319339,Éder Neves Magalhães,RJ - CAMPO GRANDE,2022-02-07,
689146,777029565,Mariana Bandoli Neves,PB - JOAO PESSOA,2022-02-07,
689168,333916972,Bruna Bandoli Pereira,MS - CAMPO GRANDE,2022-02-07,
689200,158766872,Éder Sena Wanderley,PR - MARINGA,2022-02-07,
689165,519843108,João Pereira Torres,RS - CAXIAS DO SUL,2022-02-07,
689198,242889717,Sergio Sena Xará,CE - CASCAVEL,2022-02-07,
689219,460274548,Jônatas Wanderley Virgilio,PI - TERESINA,2022-02-07,
689295,102452433,Eduardo Torres Ferreira,RJ - RIO DAS OSTRAS,2022-02-07,
689285,463675113,Mariana Pereira Wanderley,PE - GRAVATA,2022-02-07,
689279,984656068,Fabricio Neves Terra,GO - GOIANIA,2022-02-07,
689224,536332748,Sergio de Sena,CE - SOBRAL,2022-02-07,
689238,634684403,Gabriel de Pereira,BA - ALAGOINHAS,2022-02-07,
689243,484084321,João Sena Wanderley,RJ - SAO GONÇALO,2022-02-07,
689306,592624778,João Wanderley Pereira,RJ - VOLTA REDONDA,2022-02-07,
689286,36823542,Éder Torres Ferreira,RJ - CAMPOS,2022-02-07,
689222,919265537,Sergio Lima Xará,DF - BRASILIA,2022-02-07,
689407,931869902,Fabricio Magalhães Pereira,ES - CACHOEIRO DE ITAPEMIRIM,2022-02-07,
689424,785343209,Pedro Xará Neves,MG - ALFENAS,2022-02-07,
689428,938166430,Eduardo Pereira Neves,RJ - RIO DAS OSTRAS,2022-02-07,
689439,421628773,Mariana Virgilio Oliveira,PA - MARABA,2022-02-07,
689468,218122367,Sergio Magalhães Xará,CE - CASCAVEL,2022-02-07,
689449,973136679,Mariana Wanderley Lima,PB - PATOS,2022-02-07,
689450,858547970,Mariana Bandoli Ferreira,PB - JOAO PESSOA,2022-02-07,
689559,362209382,João Lima Ferreira,RO - PORTO VELHO,2022-02-07,
689613,69930658,Sergio Oliveira Pereira,CE - SOBRAL,2022-02-07,
689568,241891456,Pedro Terra Lima,MA - SAO LUIS,2022-02-07,
689566,73859957,Jônatas de Magalhães,PR - APUCARANA,2022-02-07,
689687,500113290,João Neves Lima,RO - PORTO VELHO,2022-02-07,
689685,245452223,Sergio de Ferreira,CE - SOBRAL,2022-02-07,
689641,236884855,Bruna Magalhães Ferreira,MG - POUSO ALEGRE,2022-02-07,
689700,227324952,Mariana Magalhães Sena,PB - CAMPINA GRANDE,2022-02-07,
689782,677986847,Éder Torres Bandoli,RJ - CAMPOS,2022-02-07,
689724,441580307,João Pereira Ferreira,RS - CAXIAS DO SUL,2022-02-07,
689814,336579827,Eduardo Oliveira de,RJ - RECREIO,2022-02-07,
689818,675681636,João Torres Sena,RS - CAXIAS DO SUL,2022-02-07,
689747,977766491,João Pereira Lima,RS - CAXIAS DO SUL,2022-02-07,
689810,64457912,João Virgilio Xará,RJ - SANTA CRUZ,2022-02-07,
689780,557223892,Gabriel Magalhães Pereira,AL - MACEIO,2022-02-07,
689798,130844076,João Wanderley Bandoli,RJ - VOLTA REDONDA,2022-02-07,
689914,507822799,João Neves Wanderley,RO - PORTO VELHO,2022-02-07,
689892,969205523,Pedro de Neves,MG - BELO HORIZONTE,2022-02-07,
689900,278288294,Éder Ferreira Magalhães,PR - LONDRINA,2022-02-07,
689851,113592519,Fabricio Ferreira Neves,ES - ARACRUZ,2022-02-07,
689827,837389898,Bruna Xará Bandoli,MS - DOURADOS,2022-02-07,
689830,100346460,Pedro Pereira Terra,MG - PATOS DE MINAS,2022-02-07,
689866,424840250,Fabricio Xará Virgilio,ES - VITORIA,2022-02-07,
689991,899527578,João Magalhães Oliveira,RJ - SAO GONÇALO,2022-02-07,
689999,733332311,Sergio Oliveira de,CE - SOBRAL,2022-02-07,
689935,41587817,Gabriel Pereira Virgilio,BA - FEIRA DE SANTANA,2022-02-07,
690060,325147055,Pedro Torres Ferreira,MG - PATOS DE MINAS,2022-02-07,
690097,328075309,Éder Xará Magalhães,RJ - BUNKER 1,2022-02-07,
690038,349914484,Bruna Bandoli Neves,MS - CAMPO GRANDE,2022-02-07,
690044,858172370,Éder Oliveira Lima,RJ - CABO FRIO,2022-02-07,
690027,686265291,Gabriel Bandoli Torres,AM - MANAUS,2022-02-07,
690099,929317193,Éder Torres Neves,RJ - CAMPOS,2022-02-07,
690110,666286679,Mariana Terra Sena,PB - JOAO PESSOA,2022-02-07,
690196,687304341,Eduardo Terra Lima,RJ - MACAE,2022-02-07,
690134,615388731,Éder Neves Bandoli,RJ - CAMPO GRANDE,2022-02-07,
690214,988981508,Sergio Ferreira Neves,BA - VITORIA DA CONQUISTA,2022-02-07,
690275,515146367,João Bandoli Lima,RJ - SAQUAREMA,2022-02-07,
690226,34995003,Jônatas Virgilio Sena,PE - JABOATAO DOS GUARARAPES,2022-02-07,
690313,813069290,Jônatas Sena Lima,PE - OLINDA,2022-02-07,
690352,479826870,Eduardo Virgilio Bandoli,RJ - DUQUE DE CAXIAS,2022-02-07,
690331,977182380,Gabriel Ferreira Sena,AC - RIO BRANCO,2022-02-07,
690334,598168344,Eduardo de Torres,RJ - RECREIO,2022-02-07,
690333,148863810,Gabriel Oliveira Sena,BA - ALAGOINHAS,2022-02-07,
690408,319494996,Eduardo Terra Neves,RJ - MACAE,2022-02-07,
690362,159453780,Éder Sena Virgilio,PR - MARINGA,2022-02-07,
690404,777412128,Jônatas de Torres,PR - APUCARANA,2022-02-07,
690410,141654211,João Ferreira Magalhães,RJ - SANTA CRUZ,2022-02-07,
690409,532156982,Bruna Terra Wanderley,MS - CAMPO GRANDE,2022-02-07,
690439,847684019,Mariana Bandoli Oliveira,PB - JOAO PESSOA,2022-02-07,
690483,859494528,Gabriel Virgilio Sena,AC - RIO BRANCO,2022-02-07,
690492,911477503,Bruna Xará Oliveira,MS - DOURADOS,2022-02-07,
690588,549884722,Mariana de Pereira,PE - BUNKER RECIFE 1,2022-02-07,
690558,787769007,Mariana de Oliveira,PE - BUNKER RECIFE 1,2022-02-07,
690613,642081266,Bruna Xará Wanderley,MS - DOURADOS,2022-02-07,
690532,430437565,Fabricio Terra Magalhães,ES - GUARAPARI,2022-02-07,
690587,825084730,Gabriel Ferreira Magalhães,AC - RIO BRANCO,2022-02-07,
690618,981326684,Eduardo Xará Sena,RJ - NITEROI,2022-02-07,
690682,907495652,Pedro Oliveira Ferreira,MG - BELO HORIZONTE,2022-02-07,
690622,531102872,Eduardo Torres Wanderley,RJ - RIO DAS OSTRAS,2022-02-07,
690631,645772202,Pedro Torres Ferreira,MG - PATOS DE MINAS,2022-02-07,
690767,174614860,Éder Oliveira Virgilio,RJ - CABO FRIO,2022-02-07,
690790,327617914,Jônatas Lima Virgilio,PR - CURITIBA,2022-02-07,
690808,136745496,Jônatas Virgilio Neves,PE - JABOATAO DOS GUARARAPES,2022-02-07,
690768,745970330,Bruna Ferreira Terra,MG - POÇOS DE CALDAS,2022-02-07,
690779,131756569,Jônatas Ferreira Torres,PE - JABOATAO DOS GUARARAPES,2022-02-07,
690780,916053231,Eduardo Ferreira Torres,RJ - DUQUE DE CAXIAS,2022-02-07,
690754,498472294,Fabricio Bandoli Xará,ES - GUARAPARI,2022-02-07,
690781,900823779,Gabriel Pereira Xará,BA - FEIRA DE SANTANA,2022-02-07,
690772,571531620,Eduardo Oliveira Xará,RJ - RECREIO,2022-02-07,
690825,310062217,Jônatas Pereira Magalhães,PR - FOZ DO IGUAÇU,2022-02-07,
690824,789927675,João Ferreira Bandoli,RJ - SANTA CRUZ,2022-02-07,
690891,619629947,Pedro Neves Bandoli,MG - JUIZ DE FORA,2022-02-07,
690924,675672468,Mariana Ferreira Oliveira,PA - MARABA,2022-02-08,
690996,574818922,Sergio Terra Pereira,CE - FORTALEZA,2022-02-08,
691007,74087530,Gabriel Wanderley Terra,AP - MACAPA,2022-02-08,
690935,716594725,Eduardo Torres Pereira,RJ - RIO DAS OSTRAS,2022-02-08,
690957,480862630,Sergio Bandoli Wanderley,CE - FORTALEZA,2022-02-08,
691094,672643198,Éder Magalhães Oliveira,PR - MARINGA,2022-02-08,
691099,753829482,Sergio Lima Virgilio,DF - BRASILIA,2022-02-08,
691041,705275229,Mariana Oliveira Pereira,PE - BUNKER RECIFE 1,2022-02-08,
691022,129344583,Mariana Oliveira Virgilio,PE - BUNKER RECIFE 1,2022-02-08,
691032,518391194,Mariana Torres Bandoli,PE - GRAVATA,2022-02-08,
691135,820294963,Eduardo Xará Wanderley,RJ - NITEROI,2022-02-08,
691154,58254723,Éder Bandoli Lima,RJ - BANGU,2022-02-08,
691156,642499007,Mariana Terra Wanderley,PB - JOAO PESSOA,2022-02-08,
691155,63795307,Pedro Xará Magalhães,MG - ALFENAS,2022-02-08,
691216,908620091,Gabriel Magalhães de,AL - MACEIO,2022-02-08,
691239,999840018,Sergio Ferreira Bandoli,BA - VITORIA DA CONQUISTA,2022-02-08,
691228,471144110,Jônatas Virgilio Terra,PE - JABOATAO DOS GUARARAPES,2022-02-08,
691291,298597280,Éder Wanderley de,RJ - BUNKER 1,2022-02-08,
691253,163269287,Jônatas Neves Oliveira,PR - CURITIBA,2022-02-08,
691296,345122181,Fabricio Lima Oliveira,GO - GOIANIA,2022-02-08,
691289,719770127,João Sena Xará,RJ - SAO GONÇALO,2022-02-08,
691404,486026832,João Bandoli Neves,RJ - SAQUAREMA,2022-02-08,
691338,271244462,Mariana Torres Oliveira,PE - GRAVATA,2022-02-08,
691415,148013473,Bruna de Bandoli,MT - CUIABA,2022-02-08,
691518,180098093,Sergio Xará Wanderley,CE - JUAZEIRO DO NORTE,2022-02-08,
691456,534776437,Gabriel Lima Neves,BA - BUNKER SALVADOR,2022-02-08,
691454,583545813,Pedro Xará Oliveira,MG - ALFENAS,2022-02-08,
691616,491092076,Bruna Torres Oliveira,PA - CASTANHAL,2022-02-08,
691539,114329101,Fabricio Magalhães de,ES - CACHOEIRO DE ITAPEMIRIM,2022-02-08,
691583,125267984,Bruna Virgilio Pereira,MG - POÇOS DE CALDAS,2022-02-08,
691599,373902377,Éder Neves de,RJ - CAMPO GRANDE,2022-02-08,
691595,50135604,Sergio Lima Neves,DF - BRASILIA,2022-02-08,
691535,372103252,Pedro Magalhães Ferreira,GO - VALPARAISO DE GOIAS,2022-02-08,
691648,990975634,João Terra Xará,RJ - SAQUAREMA,2022-02-08,
691650,513494838,Pedro Pereira Bandoli,MG - PATOS DE MINAS,2022-02-08,
691679,490308012,Eduardo Neves de,RJ - RESENDE,2022-02-08,
691670,759034058,Fabricio Wanderley Bandoli,ES - VITORIA,2022-02-08,
691739,111742754,Fabricio Torres Bandoli,GO - ITUMBIARA,2022-02-08,
691806,866688853,Fabricio Lima Magalhães,GO - GOIANIA,2022-02-08,
691733,815819774,João Neves Xará,RO - PORTO VELHO,2022-02-08,
691759,599763179,Bruna Virgilio Xará,MG - POÇOS DE CALDAS,2022-02-08,
691776,560757087,Sergio Pereira Xará,DF - PLANALTINA,2022-02-08,
691880,386298010,Bruna Torres Sena,PA - CASTANHAL,2022-02-08,
691896,145178807,Éder Pereira Torres,RJ - CAMPOS,2022-02-08,
691826,730230312,Sergio Oliveira Bandoli,CE - SOBRAL,2022-02-08,
691837,821626449,Mariana Bandoli Wanderley,PB - JOAO PESSOA,2022-02-08,
691902,916908360,Éder Virgilio Wanderley,PR - LONDRINA,2022-02-08,
691829,61992262,Éder Virgilio Lima,PR - LONDRINA,2022-02-08,
691878,576923643,João Neves Torres,RO - PORTO VELHO,2022-02-08,
691990,331699532,Eduardo Magalhães Pereira,RJ - ITAPERUNA,2022-02-08,
692089,341160962,Éder Ferreira Oliveira,PR - LONDRINA,2022-02-08,
692108,693308358,Gabriel Ferreira Terra,AC - RIO BRANCO,2022-02-08,
692047,458669722,Sergio Bandoli Ferreira,CE - FORTALEZA,2022-02-08,
692090,914286631,Éder Sena Torres,PR - MARINGA,2022-02-08,
692176,58951762,Jônatas Xará Oliveira,PI - TERESINA,2022-02-08,
692201,784271716,Gabriel Lima Pereira,BA - BUNKER SALVADOR,2022-02-08,
692130,184016226,Pedro Xará Lima,MG - ALFENAS,2022-02-08,
692317,63661519,Gabriel Torres Magalhães,BA - FEIRA DE SANTANA,2022-02-08,
692357,960103825,Jônatas de Xará,PR - APUCARANA,2022-02-08,
692404,806038529,Bruna Virgilio Bandoli,MG - POÇOS DE CALDAS,2022-02-08,
692358,278197619,João Torres Pereira,RS - CAXIAS DO SUL,2022-02-08,
692341,142938521,Fabricio de Terra,GO - CATALAO,2022-02-08,
692390,247360955,João Xará Wanderley,RJ - VOLTA REDONDA,2022-02-08,
692481,498110412,Mariana Bandoli Oliveira,PB - JOAO PESSOA,2022-02-08,
692465,140489578,Fabricio Torres Wanderley,GO - ITUMBIARA,2022-02-08,
692490,661955144,Bruna Torres Lima,PA - CASTANHAL,2022-02-08,
692438,351296879,Éder Xará Pereira,RJ - BUNKER 1,2022-02-08,
692590,28185903,Mariana Lima Pereira,PE - CARUARU,2022-02-08,
692619,221950020,Pedro Pereira Bandoli,MG - PATOS DE MINAS,2022-02-08,
692541,689284103,Fabricio Sena Wanderley,ES - CACHOEIRO DE ITAPEMIRIM,2022-02-08,
692589,740028471,Pedro Bandoli Xará,MA - SAO LUIS,2022-02-08,
692554,650934545,Pedro Oliveira Wanderley,MG - BELO HORIZONTE,2022-02-08,
692536,564502465,Gabriel Oliveira Terra,BA - ALAGOINHAS,2022-02-08,
692580,71007644,Gabriel Magalhães Ferreira,AL - MACEIO,2022-02-08,
692540,720948677,Jônatas Xará Torres,PI - TERESINA,2022-02-08,
692617,865018313,Éder Xará Sena,RJ - BUNKER 1,2022-02-08,
692697,334727682,João Wanderley Magalhães,RJ - VOLTA REDONDA,2022-02-08,
692627,780392376,Pedro Terra de,MA - SAO LUIS,2022-02-08,
692780,662792276,Sergio de Magalhães,CE - SOBRAL,2022-02-08,
692744,131740808,Fabricio Bandoli Torres,ES - GUARAPARI,2022-02-08,
692800,252847132,Eduardo Torres Xará,RJ - RIO DAS OSTRAS,2022-02-08,
692739,361660912,Mariana de Wanderley,PE - BUNKER RECIFE 1,2022-02-08,
692730,597676891,Fabricio Neves Wanderley,GO - GOIANIA,2022-02-08,
692799,27766519,Éder Torres Neves,RJ - CAMPOS,2022-02-08,
692907,838737037,Bruna Pereira Ferreira,PA - CASTANHAL,2022-02-08,
692876,120706097,Bruna Sena Xará,MG - POUSO ALEGRE,2022-02-08,
692827,894363646,Sergio Bandoli Pereira,CE - FORTALEZA,2022-02-08,
692872,539312303,Pedro Neves Oliveira,MG - JUIZ DE FORA,2022-02-08,
692833,179057717,João Wanderley Ferreira,RJ - VOLTA REDONDA,2022-02-08,
692866,892178737,Mariana Magalhães Pereira,PB - CAMPINA GRANDE,2022-02-08,
692850,597071669,Pedro Xará Magalhães,MG - ALFENAS,2022-02-08,
692957,771615956,Sergio Virgilio Oliveira,BA - VITORIA DA CONQUISTA,2022-02-08,
693007,741693213,Éder Ferreira Sena,PR - LONDRINA,2022-02-08,
692975,555497668,Mariana Terra Ferreira,PB - JOAO PESSOA,2022-02-08,
693021,570520264,Éder de Wanderley,RJ - CABO FRIO,2022-02-08,
693053,326071616,Gabriel de Ferreira,BA - ALAGOINHAS,2022-02-08,
693104,117701228,Éder Virgilio Torres,PR - LONDRINA,2022-02-08,
693024,757405951,Fabricio Bandoli Virgilio,ES - GUARAPARI,2022-02-08,
693071,333160528,Pedro Bandoli Oliveira,MA - SAO LUIS,2022-02-08,
693027,835479620,Mariana Torres Wanderley,PE - GRAVATA,2022-02-08,
693028,592935083,Jônatas Bandoli Xará,PE - VALE DO SAO FRANCISCO,2022-02-08,
693216,990891946,Fabricio Sena Magalhães,ES - CACHOEIRO DE ITAPEMIRIM,2022-02-08,
693148,844015453,Pedro Ferreira de,GO - RIO VERDE,2022-02-08,
693129,49661844,Fabricio Wanderley de,ES - VITORIA,2022-02-08,
693176,107057101,Bruna Terra Virgilio,MS - CAMPO GRANDE,2022-02-08,
693170,878095312,Fabricio Torres Neves,GO - ITUMBIARA,2022-02-08,
693299,751822338,Éder Bandoli Terra,RJ - BANGU,2022-02-08,
693256,958948173,Gabriel Wanderley Pereira,AP - MACAPA,2022-02-08,
693309,845884140,Éder de Pereira,RJ - CABO FRIO,2022-02-08,
693222,320117582,Fabricio Ferreira Xará,ES - ARACRUZ,2022-02-08,
693295,867022833,Sergio Bandoli Neves,CE - FORTALEZA,2022-02-08,
693390,873278147,Éder Oliveira Torres,RJ - CABO FRIO,2022-02-08,
693486,321958675,Sergio Pereira Lima,DF - PLANALTINA,2022-02-08,
693488,772135570,João Pereira Terra,RS - CAXIAS DO SUL,2022-02-08,
693435,682968734,Mariana de Terra,PE - BUNKER RECIFE 1,2022-02-08,
693510,51389589,Mariana Bandoli Wanderley,PB - JOAO PESSOA,2022-02-08,
693574,236323402,Eduardo Virgilio Lima,RJ - DUQUE DE CAXIAS,2022-02-08,
693552,976706724,João Virgilio Oliveira,RJ - SANTA CRUZ,2022-02-08,
693582,794151396,Sergio Terra Torres,CE - FORTALEZA,2022-02-08,
693559,768414756,Mariana de Ferreira,PE - BUNKER RECIFE 1,2022-02-08,
693604,162774495,Jônatas Torres Terra,PR - FOZ DO IGUAÇU,2022-02-08,
693683,72115224,Mariana Neves Bandoli,PE - CARUARU,2022-02-08,
693622,407195868,Jônatas Xará Torres,PI - TERESINA,2022-02-08,
693713,571057284,Gabriel Neves Virgilio,BA - BUNKER SALVADOR,2022-02-08,
693704,282032693,Éder Terra Sena,RJ - BANGU,2022-02-08,
693661,278154142,Eduardo Pereira Torres,RJ - RIO DAS OSTRAS,2022-02-08,
693642,379282749,Éder Neves Sena,RJ - CAMPO GRANDE,2022-02-08,
693805,667092668,João Magalhães Torres,RJ - SAO GONÇALO,2022-02-08,
693796,693678340,Fabricio Virgilio Lima,ES - ARACRUZ,2022-02-08,
693777,66844658,Pedro Wanderley Oliveira,MG - ALFENAS,2022-02-08,
693788,886405106,Gabriel Xará Bandoli,AP - MACAPA,2022-02-08,
693820,527325620,Eduardo Neves Bandoli,RJ - RESENDE,2022-02-08,
693765,887305711,Gabriel Oliveira Sena,BA - ALAGOINHAS,2022-02-08,
693863,918936020,Fabricio Neves Xará,GO - GOIANIA,2022-02-08,
693825,685558397,Jônatas Ferreira Neves,PE - JABOATAO DOS GUARARAPES,2022-02-08,
693846,949233143,Gabriel Pereira de,BA - FEIRA DE SANTANA,2022-02-08,
693842,859883726,João Torres Lima,RS - CAXIAS DO SUL,2022-02-08,
693850,230236061,Pedro Neves Lima,MG - JUIZ DE FORA,2022-02-08,
693837,163066697,Pedro Torres Ferreira,MG - PATOS DE MINAS,2022-02-08,
693941,573924012,João Bandoli Sena,RJ - SAQUAREMA,2022-02-08,
694006,173477768,Éder Lima Wanderley,RJ - CAMPO GRANDE,2022-02-08,
693995,895673348,João Lima Xará,RO - PORTO VELHO,2022-02-08,
693976,36680265,Sergio Neves Xará,DF - BRASILIA,2022-02-08,
693953,224226848,Jônatas Lima Bandoli,PR - CURITIBA,2022-02-08,
694009,343403893,Sergio Bandoli Neves,CE - FORTALEZA,2022-02-08,
693948,533121372,Sergio Pereira Xará,DF - PLANALTINA,2022-02-08,
694046,711728438,Fabricio Terra Xará,ES - GUARAPARI,2022-02-08,
694082,633459554,Bruna Torres Ferreira,PA - CASTANHAL,2022-02-08,
694102,876323155,Eduardo Lima Sena,RJ - RESENDE,2022-02-08,
694207,695914648,João Terra Oliveira,RJ - SAQUAREMA,2022-02-08,
694138,86490392,Fabricio Torres Bandoli,GO - ITUMBIARA,2022-02-08,
694317,406375415,Pedro de Neves,MG - BELO HORIZONTE,2022-02-08,
694307,286497863,Pedro Torres Ferreira,MG - PATOS DE MINAS,2022-02-08,
694247,448119376,Eduardo Torres Lima,RJ - RIO DAS OSTRAS,2022-02-08,
694322,285590210,Éder Terra Sena,RJ - BANGU,2022-02-08,
694417,612526465,Fabricio Ferreira Lima,ES - ARACRUZ,2022-02-08,
694396,620820337,Éder Neves Virgilio,RJ - CAMPO GRANDE,2022-02-08,
694380,465656823,João Sena Wanderley,RJ - SAO GONÇALO,2022-02-08,
694462,706806277,Gabriel Ferreira Neves,AC - RIO BRANCO,2022-02-08,
694454,759968195,João Sena Torres,RJ - SAO GONÇALO,2022-02-08,
694446,182970221,João de Xará,RN - NATAL,2022-02-08,
694463,546271197,Bruna Sena Terra,MG - POUSO ALEGRE,2022-02-08,
694440,780331865,Jônatas Terra de,PE - VALE DO SAO FRANCISCO,2022-02-08,
694472,237264582,Sergio de Sena,CE - SOBRAL,2022-02-08,
694476,571126829,Gabriel Virgilio Xará,AC - RIO BRANCO,2022-02-08,
694494,487084855,Pedro Oliveira Torres,MG - BELO HORIZONTE,2022-02-08,
694515,634841857,Pedro Lima Torres,MG - JUIZ DE FORA,2022-02-08,
694488,559631288,Bruna Wanderley Xará,MS - DOURADOS,2022-02-08,
694549,55181906,João Terra Neves,RJ - SAQUAREMA,2022-02-08,
694555,854340452,Fabricio Bandoli Oliveira,ES - GUARAPARI,2022-02-08,
694568,433218548,Bruna Wanderley Oliveira,MS - DOURADOS,2022-02-08,
694575,752743823,João Torres Bandoli,RS - CAXIAS DO SUL,2022-02-08,
694598,23527198,Mariana Magalhães Wanderley,PB - CAMPINA GRANDE,2022-02-08,
694567,423027654,João Magalhães Bandoli,RJ - SAO GONÇALO,2022-02-08,
694543,567248307,Mariana de Magalhães,PE - BUNKER RECIFE 1,2022-02-08,
694571,611017895,Éder Terra Wanderley,RJ - BANGU,2022-02-08,
694600,688500790,Eduardo Magalhães Virgilio,RJ - ITAPERUNA,2022-02-08,
694700,611517747,Éder Bandoli Sena,RJ - BANGU,2022-02-09,
694625,60154554,Bruna de Torres,MT - CUIABA,2022-02-09,
694648,98084210,Pedro Pereira Magalhães,MG - PATOS DE MINAS,2022-02-09,
694644,54701619,Bruna Pereira Oliveira,PA - CASTANHAL,2022-02-09,
694711,78517656,Pedro Bandoli de,MA - SAO LUIS,2022-02-09,
694672,726879968,Sergio Oliveira de,CE - SOBRAL,2022-02-09,
694646,566621206,Bruna Sena Virgilio,MG - POUSO ALEGRE,2022-02-09,
694800,716866375,Gabriel Ferreira Neves,AC - RIO BRANCO,2022-02-09,
694734,954922669,Jônatas de Ferreira,PR - APUCARANA,2022-02-09,
694772,565334025,Bruna Virgilio de,MG - POÇOS DE CALDAS,2022-02-09,
694766,6088937,Pedro de Magalhães,MG - BELO HORIZONTE,2022-02-09,
694722,574555860,Éder Xará Pereira,RJ - BUNKER 1,2022-02-09,
694765,921756972,Pedro Xará Terra,MG - ALFENAS,2022-02-09,
694833,828445672,Bruna Lima Terra,MT - PRIMAVERA DO LESTE,2022-02-09,
694842,864605298,Fabricio Terra Bandoli,ES - GUARAPARI,2022-02-09,
694856,237939823,Bruna Virgilio Xará,MG - POÇOS DE CALDAS,2022-02-09,
694836,645296539,Eduardo Xará Magalhães,RJ - NITEROI,2022-02-09,
694892,185754374,Eduardo Xará Pereira,RJ - NITEROI,2022-02-09,
694985,552893308,Eduardo Wanderley Lima,RJ - NITEROI,2022-02-09,
694945,436098361,Gabriel Xará Lima,AP - MACAPA,2022-02-09,
694953,356396207,Éder Lima Virgilio,RJ - CAMPO GRANDE,2022-02-09,
695003,388931558,Sergio Pereira Virgilio,DF - PLANALTINA,2022-02-09,
694991,569189031,Pedro Bandoli Sena,MA - SAO LUIS,2022-02-09,
695018,860600770,Eduardo Lima de,RJ - RESENDE,2022-02-09,
695010,147054889,Mariana Magalhães Xará,PB - CAMPINA GRANDE,2022-02-09,
695036,212179073,Gabriel Wanderley Terra,AP - MACAPA,2022-02-09,
695071,335062172,Gabriel Magalhães Xará,AL - MACEIO,2022-02-09,
695064,811366049,Eduardo Xará Pereira,RJ - NITEROI,2022-02-09,
695075,725481045,João Wanderley Terra,RJ - VOLTA REDONDA,2022-02-09,
695061,550245867,Eduardo Virgilio Sena,RJ - DUQUE DE CAXIAS,2022-02-09,
695051,249838248,Pedro Sena Torres,GO - VALPARAISO DE GOIAS,2022-02-09,
695050,108638449,Mariana Ferreira de,PA - MARABA,2022-02-09,
695141,994620378,Eduardo Neves Torres,RJ - RESENDE,2022-02-09,
695181,506277674,Fabricio Lima Oliveira,GO - GOIANIA,2022-02-09,
695149,954703977,Eduardo Magalhães Ferreira,RJ - ITAPERUNA,2022-02-09,
695299,113810686,João de Lima,RN - NATAL,2022-02-09,
695261,722883576,Eduardo Torres Lima,RJ - RIO DAS OSTRAS,2022-02-09,
695308,291153953,Bruna Terra de,MS - CAMPO GRANDE,2022-02-09,
695237,229678285,Sergio Bandoli Wanderley,CE - FORTALEZA,2022-02-09,
695372,956331710,Bruna Neves Wanderley,MT - PRIMAVERA DO LESTE,2022-02-09,
695410,234526427,Pedro Ferreira Pereira,GO - RIO VERDE,2022-02-09,
695334,948522464,Gabriel Torres Sena,BA - FEIRA DE SANTANA,2022-02-09,
695331,476171296,Bruna de Xará,MT - CUIABA,2022-02-09,
695373,49146110,Bruna Wanderley Pereira,MS - DOURADOS,2022-02-09,
695336,921765861,Bruna Bandoli Neves,MS - CAMPO GRANDE,2022-02-09,
695456,2013192,Éder Bandoli Magalhães,RJ - BANGU,2022-02-09,
